Method,ndcg_at_1%,pcc,tau,ndcg_at_5%,ndcg_at_10%,rho,ndcg_at_1% var,pcc var,tau var,ndcg_at_5% var,ndcg_at_10% var,rho var
ExpImpForDL,0.0,0.31570993262046704,0.19999999999999998,0.0,0.7293761892772818,0.30101010101010095,0.0,0.021717917920036536,0.06452674897119341,0.0,0.0026690855802593855,0.1103234363840424
