Method,ndcg_at_1%,pcc,tau,ndcg_at_5%,ndcg_at_10%,rho,ndcg_at_1% var,pcc var,tau var,ndcg_at_5% var,ndcg_at_10% var,rho var
ExpImpForDL,0.0,0.3279951410837603,0.11111111111111109,0.0,0.8238489713473355,0.22828282828282828,0.0,0.008119281195863767,0.0013168724279835383,0.0,0.023864835359270836,0.0036567697173757745
