Method,ndcg_at_1%,pcc,tau,ndcg_at_5%,ndcg_at_10%,rho,ndcg_at_1% var,pcc var,tau var,ndcg_at_5% var,ndcg_at_10% var,rho var
ExpImpForDL,0.0,0.19720786641070395,0.15555555555555556,0.0,0.7498775535363068,0.19999999999999996,0.0,0.041511340907566675,0.05135802469135802,0.0,0.016153481504010008,0.10000612182430361
